,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
2466,38.0,male,High School,75177.0,18,RENT,12000.0,DEBTCONSOLIDATION,11.01,0.16,16.0,585,Yes
2467,30.0,male,High School,104837.0,5,RENT,14898.0,PERSONAL,8.96,0.14,9.0,567,No
2468,24.0,male,Master,37026.0,1,RENT,4000.0,VENTURE,5.99,0.11,2.0,629,Yes
2469,22.0,female,Master,65133.0,0,RENT,5000.0,EDUCATION,9.91,0.08,2.0,697,No
2470,29.0,male,Associate,63341.0,6,RENT,10000.0,VENTURE,8.0,0.16,6.0,603,Yes
2471,35.0,female,Bachelor,65510.0,10,MORTGAGE,10000.0,MEDICAL,9.91,0.15,5.0,618,No
2472,23.0,female,High School,90996.0,1,MORTGAGE,12000.0,EDUCATION,9.62,0.13,2.0,472,Yes
2473,34.0,female,Master,77697.0,10,MORTGAGE,7200.0,MEDICAL,7.29,0.09,7.0,705,No
2474,26.0,female,Bachelor,37469.0,1,RENT,5172.0,EDUCATION,7.16,0.14,6.0,658,Yes
2475,28.0,female,Bachelor,63922.0,7,RENT,8000.0,PERSONAL,7.51,0.13,6.0,595,No
2476,22.0,male,Associate,107919.0,0,MORTGAGE,16000.0,PERSONAL,13.22,0.15,4.0,562,Yes
2477,27.0,male,Associate,72946.0,8,RENT,2400.0,VENTURE,7.49,0.03,6.0,650,Yes
2478,24.0,female,High School,39862.0,1,RENT,4000.0,MEDICAL,11.09,0.1,3.0,555,Yes
2479,26.0,male,Master,56370.0,4,MORTGAGE,11000.0,HOMEIMPROVEMENT,12.69,0.2,2.0,518,Yes
2480,33.0,male,High School,27746.0,8,RENT,5000.0,EDUCATION,12.42,0.18,6.0,627,No
2481,22.0,female,High School,48868.0,0,RENT,5000.0,MEDICAL,7.43,0.1,4.0,611,No
2482,28.0,male,Associate,150903.0,7,MORTGAGE,8000.0,MEDICAL,11.14,0.05,6.0,520,Yes
2483,39.0,male,High School,73006.0,13,RENT,4300.0,DEBTCONSOLIDATION,7.49,0.06,17.0,597,Yes
2484,25.0,male,Associate,73046.0,2,OWN,9000.0,VENTURE,9.91,0.12,3.0,566,Yes
2485,40.0,female,Bachelor,159398.0,18,MORTGAGE,7500.0,HOMEIMPROVEMENT,7.29,0.05,15.0,687,Yes
2486,23.0,female,Associate,38579.0,0,RENT,3513.0,DEBTCONSOLIDATION,7.88,0.09,2.0,518,No
2487,24.0,female,Master,63788.0,1,MORTGAGE,1200.0,EDUCATION,13.98,0.02,2.0,705,No
2488,27.0,female,Master,35430.0,7,RENT,2378.0,PERSONAL,6.44,0.07,8.0,671,Yes
2489,32.0,female,Bachelor,40384.0,6,RENT,7500.0,EDUCATION,11.28,0.19,9.0,651,No
2490,23.0,female,Associate,89015.0,2,RENT,6825.0,DEBTCONSOLIDATION,10.99,0.08,3.0,588,Yes
2491,33.0,male,Master,76626.0,9,RENT,6265.0,HOMEIMPROVEMENT,8.68,0.08,10.0,666,Yes
2492,33.0,male,Associate,108777.0,11,MORTGAGE,22000.0,EDUCATION,11.03,0.2,5.0,636,Yes
2493,22.0,male,Master,48273.0,0,RENT,3500.0,VENTURE,5.42,0.07,2.0,643,Yes
2494,22.0,male,Bachelor,82664.0,0,MORTGAGE,20000.0,VENTURE,16.77,0.24,3.0,664,Yes
2495,27.0,female,Bachelor,99384.0,4,MORTGAGE,10000.0,VENTURE,7.51,0.1,6.0,704,Yes
2496,26.0,female,Bachelor,39316.0,6,RENT,5000.0,MEDICAL,6.99,0.13,2.0,657,Yes
2497,25.0,female,Associate,121181.0,6,MORTGAGE,12000.0,VENTURE,9.91,0.1,4.0,638,Yes
2498,22.0,male,Bachelor,91696.0,0,MORTGAGE,10000.0,EDUCATION,11.01,0.11,4.0,561,Yes
2499,30.0,male,Bachelor,46556.0,9,RENT,6000.0,DEBTCONSOLIDATION,11.58,0.13,8.0,634,Yes
2500,23.0,female,High School,75529.0,1,RENT,10000.0,DEBTCONSOLIDATION,13.8,0.13,4.0,647,No
2501,21.0,male,Master,29879.0,0,OWN,7000.0,MEDICAL,11.86,0.23,2.0,617,No
2502,50.0,male,Bachelor,82442.0,27,MORTGAGE,8000.0,VENTURE,10.11,0.1,23.0,760,Yes
2503,23.0,male,Master,43286.0,2,RENT,6500.0,MEDICAL,5.48,0.15,3.0,654,Yes
2504,37.0,male,High School,163108.0,15,RENT,10000.0,VENTURE,7.74,0.06,13.0,699,Yes
2505,25.0,female,Master,58532.0,6,RENT,6000.0,EDUCATION,10.57,0.1,3.0,608,Yes
2506,28.0,male,Master,43549.0,9,RENT,10000.0,MEDICAL,10.56,0.23,9.0,624,Yes
2507,40.0,female,High School,91287.0,19,MORTGAGE,7500.0,EDUCATION,12.23,0.08,16.0,662,No
2508,26.0,male,High School,82432.0,6,RENT,20000.0,EDUCATION,10.75,0.24,4.0,710,No
2509,23.0,male,Bachelor,43040.0,4,RENT,1800.0,EDUCATION,10.59,0.04,3.0,671,Yes
2510,22.0,male,High School,53103.0,0,RENT,5000.0,EDUCATION,12.69,0.09,2.0,581,Yes
2511,23.0,male,Associate,61235.0,0,RENT,10000.0,MEDICAL,10.45,0.16,3.0,590,Yes
2512,24.0,female,Associate,73002.0,4,RENT,16800.0,EDUCATION,6.54,0.23,2.0,681,Yes
2513,28.0,male,Bachelor,78873.0,7,MORTGAGE,9000.0,MEDICAL,5.99,0.11,5.0,694,No
2514,22.0,male,High School,73331.0,0,MORTGAGE,11200.0,EDUCATION,5.79,0.15,4.0,636,No
2515,30.0,female,Bachelor,93321.0,12,RENT,20000.0,VENTURE,12.42,0.21,8.0,660,Yes
2516,23.0,female,Associate,77008.0,1,RENT,4000.0,HOMEIMPROVEMENT,10.13,0.05,4.0,600,Yes
2517,23.0,male,High School,47476.0,1,RENT,7200.0,PERSONAL,13.48,0.15,3.0,643,Yes
2518,24.0,male,Bachelor,87378.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.49,0.07,4.0,597,No
2519,26.0,male,Bachelor,130582.0,1,MORTGAGE,6000.0,EDUCATION,7.49,0.05,4.0,654,No
2520,26.0,female,High School,114925.0,3,RENT,5970.0,MEDICAL,10.99,0.05,3.0,652,No
2521,29.0,female,Master,76454.0,4,MORTGAGE,7400.0,MEDICAL,10.99,0.1,10.0,634,Yes
2522,32.0,female,High School,94382.0,11,RENT,4000.0,MEDICAL,9.88,0.04,6.0,569,No
2523,24.0,male,High School,63328.0,1,RENT,4800.0,EDUCATION,10.43,0.08,2.0,634,Yes
2524,28.0,male,Master,73260.0,10,RENT,9600.0,EDUCATION,13.57,0.13,8.0,560,Yes
2525,22.0,female,Bachelor,58246.0,1,RENT,4000.0,VENTURE,11.01,0.07,3.0,541,No
2526,27.0,female,Master,61283.0,1,RENT,8000.0,EDUCATION,13.98,0.13,9.0,605,Yes
2527,23.0,female,Bachelor,77874.0,0,MORTGAGE,5500.0,DEBTCONSOLIDATION,7.14,0.07,3.0,534,Yes
2528,36.0,male,High School,72990.0,13,OWN,10225.0,PERSONAL,17.51,0.14,13.0,659,No
2529,32.0,female,High School,41497.0,11,OWN,8000.0,VENTURE,16.02,0.19,8.0,643,Yes
2530,26.0,female,Master,79169.0,0,RENT,10000.0,HOMEIMPROVEMENT,14.27,0.13,4.0,621,Yes
2531,28.0,male,High School,108908.0,5,MORTGAGE,21000.0,MEDICAL,10.74,0.19,7.0,637,No
2532,26.0,male,High School,54804.0,3,RENT,1400.0,DEBTCONSOLIDATION,10.59,0.03,4.0,704,No
2533,37.0,female,High School,114993.0,17,RENT,10000.0,MEDICAL,7.88,0.09,13.0,601,Yes
2534,21.0,female,Master,108704.0,0,MORTGAGE,21000.0,PERSONAL,11.01,0.19,4.0,675,No
2535,39.0,male,Associate,61517.0,13,RENT,7000.0,EDUCATION,11.86,0.11,11.0,720,No
2536,24.0,female,Bachelor,85260.0,0,MORTGAGE,9000.0,EDUCATION,11.83,0.11,3.0,707,No
2537,23.0,male,Bachelor,72883.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,9.45,0.08,2.0,514,Yes
2538,25.0,male,High School,75462.0,2,RENT,8000.0,VENTURE,12.88,0.11,4.0,634,Yes
2539,33.0,female,Associate,58650.0,3,RENT,3600.0,DEBTCONSOLIDATION,11.99,0.06,10.0,681,No
2540,22.0,female,High School,120983.0,0,RENT,14364.0,MEDICAL,10.2,0.12,3.0,594,Yes
2541,30.0,male,Bachelor,50101.0,7,RENT,5000.0,MEDICAL,12.33,0.1,10.0,641,Yes
2542,24.0,female,High School,24933.0,0,RENT,3000.0,EDUCATION,9.35,0.12,3.0,644,Yes
2543,48.0,male,High School,145015.0,26,MORTGAGE,3600.0,HOMEIMPROVEMENT,11.01,0.02,16.0,667,Yes
2544,23.0,female,Bachelor,60829.0,0,MORTGAGE,7000.0,VENTURE,13.48,0.12,2.0,688,No
2545,27.0,male,Master,156910.0,6,RENT,10000.0,VENTURE,13.47,0.06,6.0,723,No
2546,26.0,male,High School,76783.0,4,RENT,12177.0,MEDICAL,10.33,0.16,8.0,578,Yes
2547,27.0,female,Master,79022.0,4,MORTGAGE,2000.0,MEDICAL,9.37,0.03,5.0,671,No
2548,30.0,male,Bachelor,92239.0,6,RENT,12000.0,DEBTCONSOLIDATION,10.99,0.13,10.0,622,Yes
2549,28.0,female,Bachelor,51615.0,7,RENT,4800.0,PERSONAL,12.42,0.09,9.0,648,No
2550,24.0,male,Bachelor,91042.0,3,MORTGAGE,16000.0,VENTURE,6.62,0.18,2.0,674,Yes
2551,34.0,female,Bachelor,18248.0,12,RENT,1500.0,DEBTCONSOLIDATION,12.61,0.08,9.0,695,Yes
2552,28.0,female,Associate,180752.0,7,MORTGAGE,15000.0,HOMEIMPROVEMENT,9.99,0.08,9.0,643,Yes
2553,24.0,female,Bachelor,135365.0,1,RENT,21600.0,MEDICAL,7.9,0.16,2.0,556,No
2554,32.0,female,Bachelor,115284.0,10,MORTGAGE,9000.0,EDUCATION,5.42,0.08,7.0,611,Yes
2555,25.0,female,Bachelor,181041.0,3,MORTGAGE,25000.0,MEDICAL,10.37,0.14,2.0,703,No
2556,29.0,male,High School,111908.0,8,RENT,13000.0,MEDICAL,10.99,0.12,9.0,614,Yes
2557,24.0,male,High School,25489.0,3,RENT,6033.0,EDUCATION,15.84,0.24,5.0,523,Yes
2558,25.0,female,Bachelor,44131.0,3,RENT,8401.0,MEDICAL,6.0,0.19,3.0,629,Yes
2559,25.0,male,Associate,175387.0,1,MORTGAGE,12000.0,MEDICAL,5.79,0.07,3.0,674,Yes
2560,36.0,female,High School,73163.0,14,MORTGAGE,17050.0,DEBTCONSOLIDATION,12.69,0.23,14.0,637,Yes
2561,31.0,female,Bachelor,94863.0,7,MORTGAGE,8000.0,VENTURE,10.0,0.08,6.0,625,Yes
2562,37.0,male,Associate,192877.0,15,MORTGAGE,24000.0,PERSONAL,6.54,0.12,15.0,694,Yes
2563,28.0,female,Master,94377.0,2,MORTGAGE,5000.0,HOMEIMPROVEMENT,12.99,0.05,7.0,692,No
2564,35.0,male,Associate,95446.0,17,RENT,10000.0,MEDICAL,7.51,0.1,8.0,557,Yes
2565,27.0,female,Associate,35866.0,5,RENT,5000.0,VENTURE,10.8,0.14,6.0,527,Yes
2566,22.0,male,High School,112571.0,0,MORTGAGE,9250.0,VENTURE,7.9,0.08,3.0,664,Yes
2567,25.0,male,High School,56385.0,3,RENT,12000.0,EDUCATION,11.42,0.21,6.0,652,No
2568,23.0,male,Associate,49102.0,0,MORTGAGE,6000.0,MEDICAL,12.68,0.12,4.0,678,Yes
2569,33.0,female,Doctorate,120973.0,10,RENT,25000.0,HOMEIMPROVEMENT,11.66,0.21,9.0,631,Yes
2570,28.0,male,Bachelor,86187.0,6,MORTGAGE,9655.0,EDUCATION,7.5,0.11,5.0,648,Yes
2571,31.0,male,Bachelor,84898.0,5,MORTGAGE,12000.0,MEDICAL,6.91,0.14,7.0,666,Yes
2572,28.0,male,High School,102738.0,1,RENT,16000.0,VENTURE,11.94,0.16,7.0,666,No
2573,28.0,male,Master,78588.0,9,RENT,7000.0,HOMEIMPROVEMENT,13.03,0.09,9.0,616,Yes
2574,22.0,female,Master,42839.0,0,MORTGAGE,3500.0,EDUCATION,11.48,0.08,4.0,661,Yes
2575,23.0,female,Master,49747.0,0,MORTGAGE,10000.0,MEDICAL,7.14,0.2,2.0,667,Yes
2576,25.0,female,High School,52664.0,4,RENT,5000.0,MEDICAL,7.41,0.09,3.0,580,No
2577,23.0,female,Master,30849.0,0,RENT,5600.0,MEDICAL,11.11,0.18,4.0,641,Yes
2578,36.0,male,Associate,29610.0,17,OWN,4000.0,VENTURE,14.72,0.14,15.0,700,No
2579,22.0,male,Bachelor,51850.0,0,RENT,8500.0,MEDICAL,7.58,0.16,5.0,618,Yes
2580,24.0,female,Bachelor,71912.0,4,RENT,5000.0,HOMEIMPROVEMENT,7.29,0.07,3.0,540,Yes
2581,25.0,male,Bachelor,97283.0,0,MORTGAGE,18200.0,PERSONAL,7.9,0.19,2.0,630,Yes
2582,27.0,female,Master,51325.0,4,RENT,5000.0,MEDICAL,11.11,0.1,9.0,663,No
2583,28.0,female,High School,60907.0,7,RENT,6000.0,PERSONAL,10.59,0.1,5.0,662,Yes
2584,24.0,female,High School,67228.0,6,MORTGAGE,7500.0,EDUCATION,14.84,0.11,2.0,578,Yes
2585,23.0,male,Associate,85055.0,3,RENT,12000.0,MEDICAL,12.42,0.14,4.0,543,Yes
2586,28.0,male,Associate,50741.0,8,OWN,13000.0,VENTURE,11.58,0.26,9.0,656,No
2587,26.0,male,High School,112787.0,2,MORTGAGE,5600.0,PERSONAL,11.01,0.05,4.0,618,No
2588,33.0,female,Associate,102229.0,15,MORTGAGE,8000.0,HOMEIMPROVEMENT,7.14,0.08,8.0,632,Yes
2589,23.0,female,Bachelor,48936.0,3,OWN,5000.0,MEDICAL,8.49,0.1,4.0,676,No
2590,26.0,male,High School,91772.0,5,RENT,15000.0,PERSONAL,16.49,0.16,2.0,651,No
2591,35.0,female,Associate,132966.0,9,MORTGAGE,6000.0,VENTURE,11.01,0.05,6.0,604,No
2592,20.0,male,Associate,78989.0,0,MORTGAGE,4800.0,VENTURE,9.99,0.06,4.0,678,No
2593,28.0,female,Associate,61273.0,4,MORTGAGE,8450.0,HOMEIMPROVEMENT,11.01,0.14,9.0,644,No
2594,29.0,male,Bachelor,49343.0,6,RENT,3000.0,MEDICAL,7.07,0.06,10.0,631,Yes
2595,27.0,male,Associate,41276.0,7,RENT,2041.0,MEDICAL,11.5,0.05,5.0,680,Yes
2596,21.0,female,Bachelor,35588.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,7.49,0.14,3.0,659,No
2597,25.0,female,High School,139019.0,2,MORTGAGE,25000.0,VENTURE,12.53,0.18,4.0,650,Yes
2598,29.0,female,High School,55034.0,5,RENT,9000.0,DEBTCONSOLIDATION,14.55,0.16,6.0,659,No
2599,22.0,female,Bachelor,66961.0,0,RENT,12000.0,VENTURE,10.22,0.18,4.0,593,Yes
2600,46.0,male,Associate,1741243.0,22,MORTGAGE,12011.0,VENTURE,10.42,0.01,18.0,655,Yes
2601,35.0,male,High School,156665.0,15,RENT,4375.0,VENTURE,11.01,0.03,7.0,616,No
2602,24.0,male,Master,53748.0,0,RENT,6000.0,MEDICAL,8.0,0.11,2.0,629,No
2603,23.0,female,Associate,72885.0,1,MORTGAGE,7200.0,VENTURE,10.11,0.1,4.0,663,No
2604,21.0,female,Bachelor,87654.0,1,RENT,12000.0,PERSONAL,5.79,0.14,2.0,540,Yes
2605,26.0,female,Bachelor,30911.0,5,OWN,5400.0,DEBTCONSOLIDATION,16.49,0.17,2.0,609,No
2606,27.0,female,Bachelor,73082.0,3,MORTGAGE,15000.0,HOMEIMPROVEMENT,11.86,0.21,8.0,613,No
2607,28.0,male,Master,97237.0,7,RENT,22000.0,VENTURE,9.76,0.23,9.0,639,Yes
2608,22.0,male,Associate,58675.0,1,RENT,8050.0,EDUCATION,10.0,0.14,2.0,497,Yes
2609,47.0,female,Associate,78803.0,27,RENT,3100.0,DEBTCONSOLIDATION,13.49,0.04,12.0,661,Yes
2610,31.0,female,Master,82486.0,9,MORTGAGE,6000.0,MEDICAL,10.95,0.07,9.0,697,No
2611,25.0,male,Master,67067.0,4,RENT,3000.0,MEDICAL,6.39,0.04,4.0,637,Yes
2612,26.0,female,Bachelor,121263.0,5,RENT,13500.0,PERSONAL,7.14,0.11,3.0,648,Yes
2613,49.0,male,High School,54883.0,27,RENT,10000.0,PERSONAL,14.22,0.18,12.0,716,No
2614,25.0,male,Bachelor,66870.0,5,MORTGAGE,6500.0,VENTURE,7.49,0.1,3.0,648,Yes
2615,25.0,female,Associate,73034.0,3,MORTGAGE,8000.0,EDUCATION,11.01,0.11,3.0,705,No
2616,25.0,male,Associate,63062.0,1,RENT,2400.0,HOMEIMPROVEMENT,7.88,0.04,4.0,639,Yes
2617,33.0,female,Associate,52223.0,11,RENT,9000.0,VENTURE,10.37,0.17,5.0,665,No
2618,36.0,female,High School,98609.0,13,RENT,6000.0,VENTURE,12.48,0.06,17.0,544,No
2619,39.0,male,Master,72567.0,21,MORTGAGE,7000.0,MEDICAL,7.68,0.1,15.0,674,Yes
2620,25.0,female,High School,90964.0,2,OWN,11000.0,MEDICAL,8.49,0.12,3.0,602,No
2621,23.0,male,High School,43816.0,0,RENT,6000.0,EDUCATION,9.83,0.14,3.0,659,Yes
2622,31.0,female,Master,35442.0,9,RENT,6200.0,PERSONAL,12.23,0.17,9.0,612,Yes
2623,32.0,female,Associate,63407.0,10,MORTGAGE,10000.0,MEDICAL,14.35,0.16,8.0,638,Yes
2624,24.0,male,Associate,51435.0,2,MORTGAGE,4200.0,MEDICAL,13.23,0.08,2.0,656,Yes
2625,22.0,female,High School,77409.0,0,MORTGAGE,3250.0,EDUCATION,7.88,0.04,4.0,648,Yes
2626,23.0,male,High School,70469.0,0,RENT,1200.0,EDUCATION,15.23,0.02,4.0,647,Yes
2627,29.0,male,Associate,53740.0,4,OWN,4800.0,HOMEIMPROVEMENT,7.05,0.09,7.0,671,Yes
2628,31.0,male,Doctorate,40665.0,8,MORTGAGE,13500.0,PERSONAL,10.59,0.33,6.0,713,No
2629,26.0,male,Associate,78522.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.99,0.15,4.0,653,Yes
2630,28.0,female,High School,79084.0,6,MORTGAGE,22000.0,PERSONAL,15.65,0.28,5.0,655,No
2631,29.0,male,Associate,180945.0,8,MORTGAGE,14000.0,DEBTCONSOLIDATION,5.79,0.08,9.0,689,Yes
2632,27.0,male,Associate,84978.0,3,RENT,15000.0,PERSONAL,16.43,0.18,5.0,644,Yes
2633,22.0,male,Associate,48647.0,2,RENT,4000.0,PERSONAL,12.69,0.08,4.0,649,No
2634,22.0,female,High School,79002.0,1,MORTGAGE,10000.0,EDUCATION,13.35,0.13,4.0,624,No
2635,36.0,female,Associate,120522.0,12,OWN,4000.0,VENTURE,7.74,0.03,16.0,609,No
2636,41.0,male,Associate,458696.0,17,MORTGAGE,35000.0,MEDICAL,13.49,0.08,14.0,558,Yes
2637,22.0,female,Associate,67179.0,0,OWN,1275.0,VENTURE,6.91,0.02,3.0,657,Yes
2638,36.0,male,High School,348890.0,16,MORTGAGE,25000.0,PERSONAL,15.65,0.07,16.0,564,Yes
2639,32.0,female,High School,97389.0,9,RENT,1500.0,HOMEIMPROVEMENT,10.74,0.02,10.0,638,No
2640,27.0,female,Master,56404.0,8,RENT,13000.0,EDUCATION,14.59,0.23,10.0,615,Yes
2641,49.0,male,Associate,107230.0,25,MORTGAGE,20000.0,MEDICAL,13.92,0.19,14.0,724,Yes
2642,26.0,female,Master,68070.0,2,RENT,5000.0,PERSONAL,7.91,0.07,2.0,653,Yes
2643,28.0,male,High School,47716.0,4,RENT,2090.0,DEBTCONSOLIDATION,11.01,0.04,7.0,590,Yes
2644,22.0,female,Associate,75252.0,0,OWN,4000.0,EDUCATION,6.76,0.05,4.0,613,Yes
2645,24.0,male,Associate,76387.0,2,RENT,8958.0,MEDICAL,11.61,0.12,5.0,651,Yes
2646,28.0,male,Bachelor,35766.0,3,OWN,6250.0,VENTURE,12.87,0.17,9.0,603,Yes
2647,24.0,female,Bachelor,72834.0,1,RENT,10000.0,MEDICAL,11.01,0.14,3.0,692,No
2648,24.0,male,Bachelor,102877.0,4,MORTGAGE,27072.0,MEDICAL,11.76,0.26,3.0,679,Yes
2649,32.0,female,Master,108974.0,9,MORTGAGE,3000.0,MEDICAL,9.25,0.03,9.0,600,Yes
2650,27.0,male,Master,87477.0,3,MORTGAGE,14000.0,PERSONAL,12.42,0.16,10.0,581,Yes
2651,24.0,female,High School,50554.0,5,OWN,5600.0,PERSONAL,6.03,0.11,3.0,692,No
2652,35.0,male,Associate,121797.0,14,MORTGAGE,25000.0,PERSONAL,10.59,0.21,8.0,542,Yes
2653,23.0,male,Associate,29665.0,0,RENT,5500.0,VENTURE,10.99,0.19,4.0,679,No
2654,31.0,male,High School,56938.0,12,MORTGAGE,8000.0,PERSONAL,13.04,0.14,6.0,539,Yes
2655,38.0,male,Associate,73109.0,13,RENT,10000.0,VENTURE,7.51,0.14,13.0,616,Yes
2656,30.0,male,Bachelor,97042.0,7,MORTGAGE,10750.0,DEBTCONSOLIDATION,6.17,0.11,5.0,686,Yes
2657,28.0,female,Master,26877.0,4,MORTGAGE,1477.0,VENTURE,13.01,0.05,6.0,621,Yes
2658,45.0,male,Bachelor,47061.0,22,RENT,1000.0,DEBTCONSOLIDATION,14.72,0.02,12.0,706,No
2659,22.0,male,Bachelor,26315.0,0,RENT,4973.0,EDUCATION,7.02,0.19,4.0,635,Yes
2660,21.0,male,Bachelor,68830.0,1,MORTGAGE,16000.0,EDUCATION,7.88,0.23,3.0,628,Yes
2661,30.0,female,High School,46981.0,6,MORTGAGE,8000.0,EDUCATION,15.73,0.17,6.0,622,No
2662,29.0,male,Master,77256.0,9,OWN,20000.0,EDUCATION,8.9,0.26,10.0,709,Yes
2663,37.0,female,High School,73053.0,16,MORTGAGE,12000.0,DEBTCONSOLIDATION,12.83,0.16,14.0,667,No
2664,24.0,female,Bachelor,40032.0,5,RENT,4000.0,DEBTCONSOLIDATION,11.19,0.1,2.0,575,Yes
2665,27.0,male,Bachelor,113157.0,1,RENT,20000.0,DEBTCONSOLIDATION,12.35,0.18,5.0,585,Yes
2666,24.0,female,Associate,84520.0,1,MORTGAGE,5000.0,PERSONAL,10.31,0.06,3.0,697,Yes
2667,32.0,male,Master,133102.0,6,MORTGAGE,23000.0,VENTURE,11.48,0.17,9.0,668,Yes
2668,21.0,female,High School,42773.0,0,RENT,1500.0,EDUCATION,5.79,0.04,2.0,659,No
2669,29.0,male,Associate,41399.0,8,MORTGAGE,12000.0,MEDICAL,11.83,0.29,6.0,645,Yes
2670,36.0,male,Bachelor,93175.0,13,MORTGAGE,6200.0,PERSONAL,5.99,0.07,17.0,709,No
2671,32.0,male,Master,61171.0,9,RENT,8000.0,EDUCATION,10.84,0.13,9.0,610,Yes
2672,25.0,female,Bachelor,84917.0,0,MORTGAGE,8000.0,PERSONAL,7.88,0.09,4.0,572,No
2673,27.0,female,Associate,46512.0,5,RENT,1500.0,MEDICAL,12.03,0.03,8.0,623,Yes
2674,27.0,female,Associate,39510.0,4,RENT,5538.0,DEBTCONSOLIDATION,7.96,0.14,7.0,653,Yes
2675,26.0,male,High School,66915.0,4,RENT,6000.0,MEDICAL,5.42,0.09,4.0,632,No
2676,30.0,male,High School,59005.0,11,RENT,5600.0,DEBTCONSOLIDATION,15.96,0.09,7.0,532,Yes
2677,24.0,male,Associate,90900.0,0,RENT,15000.0,HOMEIMPROVEMENT,11.71,0.17,4.0,551,Yes
2678,23.0,male,Associate,52931.0,0,MORTGAGE,9605.0,DEBTCONSOLIDATION,6.88,0.18,3.0,597,No
2679,24.0,male,High School,12886.0,1,RENT,1229.0,VENTURE,7.32,0.1,4.0,661,Yes
2680,26.0,male,Bachelor,46438.0,4,RENT,6025.0,DEBTCONSOLIDATION,10.99,0.13,3.0,664,Yes
2681,26.0,male,High School,76759.0,1,RENT,2984.0,DEBTCONSOLIDATION,13.28,0.04,3.0,577,Yes
2682,28.0,female,Associate,51582.0,4,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.62,0.23,7.0,605,No
2683,22.0,male,Bachelor,105850.0,0,MORTGAGE,11200.0,PERSONAL,8.49,0.11,4.0,689,Yes
2684,28.0,male,Master,67919.0,6,MORTGAGE,5000.0,MEDICAL,11.01,0.07,7.0,707,Yes
2685,32.0,male,Bachelor,73149.0,8,MORTGAGE,3250.0,HOMEIMPROVEMENT,13.49,0.04,5.0,658,Yes
2686,34.0,male,Associate,126702.0,12,MORTGAGE,5000.0,HOMEIMPROVEMENT,5.42,0.04,7.0,620,Yes
2687,41.0,male,High School,45430.0,17,MORTGAGE,6000.0,VENTURE,12.99,0.13,11.0,663,No
2688,24.0,male,High School,36782.0,0,RENT,8402.0,EDUCATION,14.64,0.23,4.0,673,No
2689,22.0,male,High School,79895.0,0,MORTGAGE,8000.0,EDUCATION,6.92,0.1,2.0,643,Yes
2690,25.0,male,Bachelor,78797.0,6,RENT,4800.0,HOMEIMPROVEMENT,11.19,0.06,4.0,667,Yes
2691,24.0,male,Master,52528.0,4,RENT,11400.0,MEDICAL,11.01,0.22,2.0,632,No
2692,24.0,male,Bachelor,182130.0,0,RENT,2424.0,EDUCATION,7.62,0.01,3.0,661,Yes
2693,31.0,female,High School,145058.0,9,MORTGAGE,14000.0,MEDICAL,9.4,0.1,9.0,621,No
2694,32.0,female,High School,127887.0,6,MORTGAGE,10000.0,VENTURE,11.01,0.08,9.0,648,No
2695,28.0,male,High School,84859.0,5,RENT,3500.0,DEBTCONSOLIDATION,6.62,0.04,9.0,616,No
2696,30.0,male,Master,72792.0,3,MORTGAGE,13496.0,MEDICAL,7.59,0.19,8.0,571,Yes
2697,33.0,female,Associate,60825.0,10,RENT,6000.0,PERSONAL,8.22,0.1,7.0,679,Yes
2698,34.0,female,High School,62240.0,10,MORTGAGE,6400.0,PERSONAL,11.01,0.1,6.0,668,No
2699,23.0,female,Master,90906.0,0,OWN,12500.0,VENTURE,15.33,0.14,3.0,667,Yes
2700,24.0,female,Master,73567.0,2,RENT,12000.0,EDUCATION,16.49,0.16,2.0,685,No
2701,23.0,male,Bachelor,50381.0,0,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.1,2.0,637,Yes
2702,31.0,male,Associate,183013.0,5,MORTGAGE,15000.0,PERSONAL,8.64,0.08,8.0,628,No
2703,25.0,male,High School,36960.0,2,RENT,8000.0,MEDICAL,9.41,0.22,3.0,633,No
2704,24.0,male,Associate,144333.0,1,RENT,12000.0,EDUCATION,9.8,0.08,2.0,684,Yes
2705,25.0,male,Bachelor,71991.0,0,RENT,7800.0,VENTURE,12.21,0.11,2.0,561,Yes
2706,29.0,male,Bachelor,97337.0,6,RENT,2000.0,PERSONAL,9.76,0.02,10.0,641,No
2707,28.0,male,Bachelor,78694.0,5,MORTGAGE,10000.0,VENTURE,7.49,0.13,5.0,549,Yes
2708,26.0,female,High School,27215.0,5,OWN,7500.0,VENTURE,11.0,0.28,3.0,578,No
2709,22.0,female,High School,63291.0,0,RENT,12000.0,PERSONAL,13.57,0.19,2.0,607,No
2710,33.0,female,High School,73396.0,11,MORTGAGE,17000.0,HOMEIMPROVEMENT,16.07,0.23,9.0,582,Yes
2711,24.0,female,High School,78669.0,4,RENT,12000.0,DEBTCONSOLIDATION,8.9,0.15,2.0,615,No
